"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1971",2.3447401774398,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1972",2.34215885947047,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1973",2.22804718217562,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1974",2.62970859985785,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1975",2.73335271881361,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1976",3.19403779611392,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1977",4.00838354728845,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1978",4.30931290399808,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1979",5.01581563488477,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1980",5.42353392104254,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1981",6.16977225672878,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1982",7.70762562961228,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1983",10.0136025949566,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1984",11.2947158162339,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1985",10.397090027281,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1986",11.637900164721,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1987",11.0313014827018,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1988",11.8811216959614,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1989",13.4475241357832,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1990",14.4935824119964,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1991",15.6231365533691,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1992",15.2807543934848,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1993",13.6085719474544,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1994",13.6733530295962,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",13.2477642370604,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",12.9697667212607,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",13.4820813232254,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",16.8290683908569,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",15.4871008114982,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",18.6256853563853,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",16.0616141162858,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",14.3449671219019,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",14.3065432796739,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",14.1941171756031,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",14.7693452380952,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",15.0418165904892,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",14.5007728667757,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",15.0734952088566,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",17.4600744935966,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",18.6220805736766,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",18.0503632644424,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",17.7827001882822,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",17.1828774980378,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",16.1496149614962,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",17.2712664113786,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1993",0.270011596564403,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1994",0.243245702192403,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1995",0.335143532215574,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1996",0.289797216318956,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1997",0.230033038305901,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1998",0.190326269438928,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","1999",0.176344796887806,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2000",0.142970150013853,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2001",0.147782643013677,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2002",0.15118471817076,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2003",0.142541652808669,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2004",0.118500860100182,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2005",0.110613998068588,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2006",0.104605931717012,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.102186767516717,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.104900034650781,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.115331000352255,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.111448556517911,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.106555841855485,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.101817894672979,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.127931271945846,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.126767317505541,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.121964303902497,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.122343213148584,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.128465735340764,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2018",0.139565211268955,
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2019",0.151865944010554,"E"
"MEX","GFCFASSET","CULTASSET","PC_GFCF","A","2020",0.193536132891029,"E"
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1970",34.015037593985,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1971",35.4300385109114,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1972",36.3877235592846,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1973",34.6276495966986,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1974",35.8470281062817,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1975",34.5044632639048,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1976",33.7247993736543,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1977",34.5421245421245,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1978",34.3166607960549,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1979",34.6130863459815,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1980",33.0809486694132,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1981",31.0531135531136,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1982",29.1489447887552,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1983",27.50671029893,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1984",26.9965787745793,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1985",27.3403959600951,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1986",27.0792921304724,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1987",25.8857515081141,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1988",24.9536096138553,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1989",27.1894005961303,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1990",31.2502994394494,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1991",30.0162556741504,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1992",25.9811886058402,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1993",23.6348172067812,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1994",23.3529934758381,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1995",22.0940689309018,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1996",22.8863882117919,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1997",22.8691559256949,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1998",22.2877135930082,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","1999",23.4146196572311,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2000",23.4201070517462,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2001",21.9676192706632,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2002",21.5688188310315,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2003",23.3413725888133,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2004",23.4023994865296,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2005",23.2603382228621,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2006",23.1197483517904,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2007",26.777301238899,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2008",33.4035910426807,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2009",40.2168915912798,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2010",39.4085348232348,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2011",38.7425153916904,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2012",37.7265313989146,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2013",38.3238614573872,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2014",39.2020742183642,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2015",37.6421304311535,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2016",37.9613075510407,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2017",37.9621730006273,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2018",38.8208856239988,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2019",37.5564967060338,
"ZAF","GFCFASSET","OTHBUILDING","PC_GFCF","A","2020",35.1515714491262,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1980",1.46818923327896,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1981",1.06537530266344,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1982",1.26970600766937,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1983",1.25075346594334,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1984",1.47811256395679,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1985",1.81654212831744,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1986",2.166748046875,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1987",2.27123107307439,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1988",2.41950407105847,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1989",2.36988493484721,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1990",3.13379759964439,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1991",3.89148321102958,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1992",5.13691360645298,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1993",6.99445561445196,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1994",8.3180717197377,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",10.4005473972314,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",7.78786430960344,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",7.38065061258978,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",8.15861269948051,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",8.25697735650342,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",7.4666242848061,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",7.05779228630154,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",6.49706946003242,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",8.14980638915779,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",7.89563051845144,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",8.08096865643961,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",8.2778596473398,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",8.10595850915759,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",8.09532816341971,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",8.46356663470757,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",8.40067701256287,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",8.17775792764627,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",7.95775406832633,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",8.12151133053128,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",9.04220596510974,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",9.25641197049714,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",8.66313619274771,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",8.72840137020004,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",9.1931723119093,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",8.66041105003326,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2020",8.02564592636353,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","1995",15.8433883454267,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","1996",16.5798177808615,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","1997",17.9302095542739,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","1998",19.5708076692323,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","1999",20.8013511705249,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2000",20.2726042368743,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2001",23.0400684764323,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2002",25.1836476648758,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2003",25.7761653520125,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2004",26.7078636009196,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2005",25.495814285188,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2006",25.3336806404812,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2007",25.3103911501061,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2008",25.6467846169142,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2009",28.0202954165598,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2010",28.069398840134,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2011",27.2724465006789,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2012",28.3578975884701,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2013",28.3968080748464,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2014",28.8884939700449,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2015",29.7540826684645,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2016",30.7974771620921,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2017",32.7152986108545,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2018",31.534911185195,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2019",32.4215600530915,
"CHE","GFCFASSET","FIXASSET","PC_GFCF","A","2020",33.0980613681807,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",16.8690966967594,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",16.9013415929414,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",17.3777583865397,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",18.2066469991703,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",18.1144178908376,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",19.8090470893585,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",18.0172537813959,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",17.0391595033429,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",15.7477822932051,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",14.7289912928401,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",13.8953591438101,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",13.8610916927688,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",13.1818981962142,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",12.8000714987935,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",13.9724847797133,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",14.8324327713147,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",15.3302539350713,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",15.6050825525478,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",15.900846220158,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",15.2357114676911,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",14.2275812811725,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",13.4884637583231,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",13.492006785169,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",14.2579903949656,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",14.2269068013984,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","1995",6.5497981358879,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","1996",6.88013136943832,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","1997",6.68233823589867,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","1998",6.89183596484815,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","1999",8.3657353572829,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2000",7.77383729740525,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2001",6.62377849208045,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2002",5.59635448922437,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2003",6.63531898926448,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2004",6.33252713865338,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2005",6.50332489741652,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2006",7.06854760241452,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2007",7.09185308152075,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2008",6.53951751134113,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2009",6.75593193075174,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2010",7.59853694112423,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2011",7.55301457741573,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2012",7.63722315121808,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2013",6.90617685023719,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2014",6.46784632062088,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2015",6.42218854378865,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2016",7.50868195052317,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2017",7.44529325365807,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2018",7.8604443190069,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2019",7.64983743289546,
"CHE","GFCFASSET","TRANSPEQT","PC_GFCF","A","2020",7.03355168608257,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1970",0.842105263157895,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1971",1.0783055198973,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1972",1.28063590196511,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1973",1.50065653723504,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1974",1.53586238673015,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1975",1.45342183566033,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1976",1.32119788608338,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1977",1.27289377289377,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1978",1.3032758013385,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1979",1.32954884971616,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1980",1.57554837991315,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1981",1.39194139194139,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1982",1.19901162555191,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1983",1.26852226348494,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1984",1.22334727165912,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1985",1.17367266886988,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1986",1.5010892596019,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1987",1.86921181568439,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1988",1.59936378899002,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1989",1.32320256370497,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1990",1.28559336921283,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1991",1.36793031529874,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1992",1.3683724119427,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1993",1.42717102986968,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1994",1.75438596491228,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1995",1.47335619876192,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1996",1.4881879662042,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1997",1.34967635311941,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1998",1.22239804880882,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","1999",1.2957792497104,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2000",1.27893679074835,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2001",1.30472028941741,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2002",1.41796669540557,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2003",1.25827720800276,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2004",1.06520415384362,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2005",1.27762076735063,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2006",0.985047614943767,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.788202448409819,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.633217055029022,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.643630431558653,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.653720692592614,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.70067474076364,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.762414708863357,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2013",1.00688543701927,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.81551672783217,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.613864658403586,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.788329677051109,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.77717901283908,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2018",0.834190466773686,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2019",0.885845783432204,
"ZAF","GFCFASSET","CULTASSET","PC_GFCF","A","2020",1.10955460032304,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1980",16.4505817019517,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1981",15.3867600768388,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1982",15.3914653062532,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1983",16.585556661268,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1984",16.648976769677,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1985",15.5053827332239,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1986",16.8084082745921,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1987",17.0356970222905,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1988",17.8138382825644,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1989",16.5973317725573,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1990",14.368531889805,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1991",13.4751167012738,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1992",14.1978399680634,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1993",15.0082405035629,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1994",14.9371461598637,"E"
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1995",14.5684391796692,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1996",13.7677934623304,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1997",16.1647135456674,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1998",15.4783580713561,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","1999",16.3616590207736,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","2000",16.7907757590739,
"GBR","GFCFASSET","DWELLING","PC_GFCF","A","2001",17.2681678150998,
